000000000000000000000000000000000000 -> 0000000
329-SA-1 @000000000000000000000000000000000000 -> 0000010
329-IN-296-SA-0 @000000000000000000000000000000000000 -> 0000010
329-IN-296-SA-1 @000000000000000000000000000000000000 -> 0000000
330-SA-0 @000000000000000000000000000000000000 -> 0000000
330-SA-1 @000000000000000000000000000000000000 -> 0000000
330-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
330-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
330-IN-260-SA-0 @000000000000000000000000000000000000 -> 0000000
330-IN-260-SA-1 @000000000000000000000000000000000000 -> 0000000
331-SA-0 @000000000000000000000000000000000000 -> 0000000
331-SA-1 @000000000000000000000000000000000000 -> 0000000
331-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
331-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
331-IN-264-SA-0 @000000000000000000000000000000000000 -> 0000000
331-IN-264-SA-1 @000000000000000000000000000000000000 -> 0000000
332-SA-0 @000000000000000000000000000000000000 -> 0000000
332-SA-1 @000000000000000000000000000000000000 -> 0000000
332-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
332-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
332-IN-267-SA-0 @000000000000000000000000000000000000 -> 0000000
332-IN-267-SA-1 @000000000000000000000000000000000000 -> 0000000
333-SA-0 @000000000000000000000000000000000000 -> 0000000
333-SA-1 @000000000000000000000000000000000000 -> 0000000
333-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
333-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
333-IN-270-SA-0 @000000000000000000000000000000000000 -> 0000000
333-IN-270-SA-1 @000000000000000000000000000000000000 -> 0000000
334-SA-0 @000000000000000000000000000000000000 -> 0000000
334-SA-1 @000000000000000000000000000000000000 -> 0000000
334-IN-8-SA-0 @000000000000000000000000000000000000 -> 0000000
334-IN-8-SA-1 @000000000000000000000000000000000000 -> 0000000
334-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
334-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
335-SA-0 @000000000000000000000000000000000000 -> 0000000
335-SA-1 @000000000000000000000000000000000000 -> 0000000
335-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
335-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
335-IN-273-SA-0 @000000000000000000000000000000000000 -> 0000000
335-IN-273-SA-1 @000000000000000000000000000000000000 -> 0000000
336-SA-0 @000000000000000000000000000000000000 -> 0000000
336-SA-1 @000000000000000000000000000000000000 -> 0000000
336-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
336-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
336-IN-21-SA-0 @000000000000000000000000000000000000 -> 0000000
336-IN-21-SA-1 @000000000000000000000000000000000000 -> 0000000
337-SA-0 @000000000000000000000000000000000000 -> 0000000
337-SA-1 @000000000000000000000000000000000000 -> 0000000
337-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
337-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
337-IN-276-SA-0 @000000000000000000000000000000000000 -> 0000000
337-IN-276-SA-1 @000000000000000000000000000000000000 -> 0000000
338-SA-0 @000000000000000000000000000000000000 -> 0000000
338-SA-1 @000000000000000000000000000000000000 -> 0000000
338-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
338-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
338-IN-34-SA-0 @000000000000000000000000000000000000 -> 0000000
338-IN-34-SA-1 @000000000000000000000000000000000000 -> 0000000
339-SA-0 @000000000000000000000000000000000000 -> 0000000
339-SA-1 @000000000000000000000000000000000000 -> 0000000
339-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
339-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
339-IN-279-SA-0 @000000000000000000000000000000000000 -> 0000000
339-IN-279-SA-1 @000000000000000000000000000000000000 -> 0000000
340-SA-0 @000000000000000000000000000000000000 -> 0000000
340-SA-1 @000000000000000000000000000000000000 -> 0000000
340-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
340-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
340-IN-47-SA-0 @000000000000000000000000000000000000 -> 0000000
340-IN-47-SA-1 @000000000000000000000000000000000000 -> 0000000
341-SA-0 @000000000000000000000000000000000000 -> 0000000
341-SA-1 @000000000000000000000000000000000000 -> 0000000
341-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
341-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
341-IN-282-SA-0 @000000000000000000000000000000000000 -> 0000000
341-IN-282-SA-1 @000000000000000000000000000000000000 -> 0000000
342-SA-0 @000000000000000000000000000000000000 -> 0000000
342-SA-1 @000000000000000000000000000000000000 -> 0000000
342-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
342-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
342-IN-60-SA-0 @000000000000000000000000000000000000 -> 0000000
342-IN-60-SA-1 @000000000000000000000000000000000000 -> 0000000
343-SA-0 @000000000000000000000000000000000000 -> 0000000
343-SA-1 @000000000000000000000000000000000000 -> 0000000
343-IN-309-SA-0 @000000000000000000000000000000000000 -> 0000000
343-IN-309-SA-1 @000000000000000000000000000000000000 -> 0000000
343-IN-285-SA-0 @000000000000000000000000000000000000 -> 0000000
343-IN-285-SA-1 @000000000000000000000000000000000000 -> 0000000
344-SA-0 @000000000000000000000000000000000000 -> 0000000
344-SA-1 @000000000000000000000000000000000000 -> 0000000
344-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
344-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
344-IN-73-SA-0 @000000000000000000000000000000000000 -> 0000000
344-IN-73-SA-1 @000000000000000000000000000000000000 -> 0000000
345-SA-0 @000000000000000000000000000000000000 -> 0000000
345-SA-1 @000000000000000000000000000000000000 -> 0000000
345-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
345-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
345-IN-86-SA-0 @000000000000000000000000000000000000 -> 0000000
345-IN-86-SA-1 @000000000000000000000000000000000000 -> 0000000
346-SA-0 @000000000000000000000000000000000000 -> 0000000
346-SA-1 @000000000000000000000000000000000000 -> 0000000
346-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
346-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
346-IN-99-SA-0 @000000000000000000000000000000000000 -> 0000000
346-IN-99-SA-1 @000000000000000000000000000000000000 -> 0000000
347-SA-0 @000000000000000000000000000000000000 -> 0000000
347-SA-1 @000000000000000000000000000000000000 -> 0000000
347-IN-319-SA-0 @000000000000000000000000000000000000 -> 0000000
347-IN-319-SA-1 @000000000000000000000000000000000000 -> 0000000
347-IN-112-SA-0 @000000000000000000000000000000000000 -> 0000000
347-IN-112-SA-1 @000000000000000000000000000000000000 -> 0000000
348-SA-0 @000000000000000000000000000000000000 -> 0000100
348-SA-1 @000000000000000000000000000000000000 -> 0000000
348-IN-330-SA-0 @000000000000000000000000000000000000 -> 0000000
348-IN-330-SA-1 @000000000000000000000000000000000000 -> 0000000
348-IN-300-SA-0 @000000000000000000000000000000000000 -> 0000000
348-IN-300-SA-1 @000000000000000000000000000000000000 -> 0000100
349-SA-0 @000000000000000000000000000000000000 -> 0000100
349-SA-1 @000000000000000000000000000000000000 -> 0000100
349-IN-331-SA-0 @000000000000000000000000000000000000 -> 0000000
349-IN-331-SA-1 @000000000000000000000000000000000000 -> 0000000
349-IN-301-SA-0 @000000000000000000000000000000000000 -> 0000000
349-IN-301-SA-1 @000000000000000000000000000000000000 -> 0000100
350-SA-0 @000000000000000000000000000000000000 -> 0000100
350-SA-1 @000000000000000000000000000000000000 -> 0000100
350-IN-332-SA-0 @000000000000000000000000000000000000 -> 0000000
350-IN-332-SA-1 @000000000000000000000000000000000000 -> 0000000
350-IN-302-SA-0 @000000000000000000000000000000000000 -> 0000000
350-IN-302-SA-1 @000000000000000000000000000000000000 -> 0000100
351-SA-0 @000000000000000000000000000000000000 -> 0000100
351-SA-1 @000000000000000000000000000000000000 -> 0000100
351-IN-333-SA-0 @000000000000000000000000000000000000 -> 0000000
351-IN-333-SA-1 @000000000000000000000000000000000000 -> 0000000
351-IN-303-SA-0 @000000000000000000000000000000000000 -> 0000000
351-IN-303-SA-1 @000000000000000000000000000000000000 -> 0000100
357-IN-349-SA-0 @000000000000000000000000000000000000 -> 0000100
357-IN-349-SA-1 @000000000000000000000000000000000000 -> 0000000
357-IN-350-SA-0 @000000000000000000000000000000000000 -> 0000100
375-SA-1 @000000000000000000000000000000000000 -> 0000100
375-IN-360-SA-0 @000000000000000000000000000000000000 -> 0000000
375-IN-360-SA-1 @000000000000000000000000000000000000 -> 0000000
375-IN-66-SA-0 @000000000000000000000000000000000000 -> 0000000
375-IN-66-SA-1 @000000000000000000000000000000000000 -> 0000000
376-SA-0 @000000000000000000000000000000000000 -> 0000000
376-SA-1 @000000000000000000000000000000000000 -> 0000000
376-IN-360-SA-0 @000000000000000000000000000000000000 -> 0000000
376-IN-360-SA-1 @000000000000000000000000000000000000 -> 0000000
376-IN-79-SA-0 @000000000000000000000000000000000000 -> 0000000
376-IN-79-SA-1 @000000000000000000000000000000000000 -> 0000000
377-SA-0 @000000000000000000000000000000000000 -> 0000000
377-SA-1 @000000000000000000000000000000000000 -> 0000000
377-IN-360-SA-0 @000000000000000000000000000000000000 -> 0000000
377-IN-360-SA-1 @000000000000000000000000000000000000 -> 0000000
377-IN-92-SA-0 @000000000000000000000000000000000000 -> 0000000
377-IN-92-SA-1 @000000000000000000000000000000000000 -> 0000000
378-SA-0 @000000000000000000000000000000000000 -> 0000000
378-SA-1 @000000000000000000000000000000000000 -> 0000000
378-IN-360-SA-0 @000000000000000000000000000000000000 -> 0000000
378-IN-360-SA-1 @000000000000000000000000000000000000 -> 0000000
378-IN-105-SA-0 @000000000000000000000000000000000000 -> 0000000
378-IN-105-SA-1 @000000000000000000000000000000000000 -> 0000000
379-SA-0 @000000000000000000000000000000000000 -> 0000000
379-SA-1 @000000000000000000000000000000000000 -> 0000000
379-IN-360-SA-0 @000000000000000000000000000000000000 -> 0000000
379-IN-360-SA-1 @000000000000000000000000000000000000 -> 0000000
379-IN-115-SA-0 @000000000000000000000000000000000000 -> 0000000
379-IN-115-SA-1 @000000000000000000000000000000000000 -> 0000000
380-SA-0 @000000000000000000000000000000000000 -> 0000000
380-SA-1 @000000000000000000000000000000000000 -> 0000000
380-IN-4-SA-0 @000000000000000000000000000000000000 -> 0000000
380-IN-4-SA-1 @000000000000000000000000000000000000 -> 0000000
380-IN-242-SA-0 @000000000000000000000000000000000000 -> 0000000
380-IN-242-SA-1 @000000000000000000000000000000000000 -> 0000000
380-IN-334-SA-0 @000000000000000000000000000000000000 -> 0000000
380-IN-334-SA-1 @000000000000000000000000000000000000 -> 0000000
380-IN-371-SA-0 @000000000000000000000000000000000000 -> 0000000
380-IN-371-SA-1 @000000000000000000000000000000000000 -> 0000000
381-SA-0 @000000000000000000000000000000000000 -> 1111000
381-SA-1 @000000000000000000000000000000000000 -> 0000000
381-IN-246-SA-0 @000000000000000000000000000000000000 -> 0000000
381-IN-246-SA-1 @000000000000000000000000000000000000 -> 0000000
381-IN-336-SA-0 @000000000000000000000000000000000000 -> 0000000
381-IN-336-SA-1 @000000000000000000000000000000000000 -> 0000000
381-IN-372-SA-0 @000000000000000000000000000000000000 -> 0000000
381-IN-372-SA-1 @000000000000000000000000000000000000 -> 0000000
381-IN-17-SA-0 @000000000000000000000000000000000000 -> 0000000
381-IN-17-SA-1 @000000000000000000000000000000000000 -> 1111000
386-SA-0 @000000000000000000000000000000000000 -> 1111000
386-SA-1 @000000000000000000000000000000000000 -> 1111000
386-IN-250-SA-0 @000000000000000000000000000000000000 -> 0000000
386-IN-250-SA-1 @000000000000000000000000000000000000 -> 0000000
386-IN-338-SA-0 @000000000000000000000000000000000000 -> 0000000
386-IN-338-SA-1 @000000000000000000000000000000000000 -> 0000000
386-IN-373-SA-0 @000000000000000000000000000000000000 -> 0000000
386-IN-373-SA-1 @000000000000000000000000000000000000 -> 0000000
386-IN-30-SA-0 @000000000000000000000000000000000000 -> 0000000
386-IN-30-SA-1 @000000000000000000000000000000000000 -> 0111000
393-SA-0 @000000000000000000000000000000000000 -> 0111000
393-SA-1 @000000000000000000000000000000000000 -> 0111000
393-IN-254-SA-0 @000000000000000000000000000000000000 -> 0000000
393-IN-254-SA-1 @000000000000000000000000000000000000 -> 0000000
393-IN-340-SA-0 @000000000000000000000000000000000000 -> 0000000
393-IN-340-SA-1 @000000000000000000000000000000000000 -> 0000000
393-IN-374-SA-0 @000000000000000000000000000000000000 -> 0000000
393-IN-374-SA-1 @000000000000000000000000000000000000 -> 0000000
393-IN-43-SA-0 @000000000000000000000000000000000000 -> 0000000
393-IN-43-SA-1 @000000000000000000000000000000000000 -> 1011000
399-SA-0 @000000000000000000000000000000000000 -> 1011000
399-SA-1 @000000000000000000000000000000000000 -> 1011000
399-IN-255-SA-0 @000000000000000000000000000000000000 -> 0000000
399-IN-255-SA-1 @000000000000000000000000000000000000 -> 0000000
399-IN-342-SA-0 @000000000000000000000000000000000000 -> 0000000
399-IN-342-SA-1 @000000000000000000000000000000000000 -> 0000000
399-IN-375-SA-0 @000000000000000000000000000000000000 -> 0000000
399-IN-375-SA-1 @000000000000000000000000000000000000 -> 0000000
399-IN-56-SA-0 @000000000000000000000000000000000000 -> 0000000
399-IN-56-SA-1 @000000000000000000000000000000000000 -> 0011000
404-SA-0 @000000000000000000000000000000000000 -> 0011000
404-SA-1 @000000000000000000000000000000000000 -> 0011000
404-IN-256-SA-0 @000000000000000000000000000000000000 -> 0000000
404-IN-256-SA-1 @000000000000000000000000000000000000 -> 0000000
404-IN-344-SA-0 @000000000000000000000000000000000000 -> 0000000
404-IN-344-SA-1 @000000000000000000000000000000000000 -> 0000000
404-IN-376-SA-0 @000000000000000000000000000000000000 -> 0000000
404-IN-376-SA-1 @000000000000000000000000000000000000 -> 0000000
404-IN-69-SA-0 @000000000000000000000000000000000000 -> 0000000
404-IN-69-SA-1 @000000000000000000000000000000000000 -> 1101000
407-SA-0 @000000000000000000000000000000000000 -> 1101000
407-SA-1 @000000000000000000000000000000000000 -> 1101000
407-IN-257-SA-0 @000000000000000000000000000000000000 -> 0000000
407-IN-257-SA-1 @000000000000000000000000000000000000 -> 0000000
407-IN-345-SA-0 @000000000000000000000000000000000000 -> 0000000
407-IN-345-SA-1 @000000000000000000000000000000000000 -> 0000000
407-IN-377-SA-0 @000000000000000000000000000000000000 -> 0000000
407-IN-377-SA-1 @000000000000000000000000000000000000 -> 0000000
407-IN-82-SA-0 @000000000000000000000000000000000000 -> 0000000
407-IN-82-SA-1 @000000000000000000000000000000000000 -> 0101000
411-SA-0 @000000000000000000000000000000000000 -> 0101000
411-SA-1 @000000000000000000000000000000000000 -> 0101000
411-IN-258-SA-0 @000000000000000000000000000000000000 -> 0000000
411-IN-258-SA-1 @000000000000000000000000000000000000 -> 0000000
411-IN-346-SA-0 @000000000000000000000000000000000000 -> 0000000
411-IN-346-SA-1 @000000000000000000000000000000000000 -> 0000000
411-IN-378-SA-0 @000000000000000000000000000000000000 -> 0000000
411-IN-378-SA-1 @000000000000000000000000000000000000 -> 0000000
411-IN-95-SA-0 @000000000000000000000000000000000000 -> 0000000
411-IN-95-SA-1 @000000000000000000000000000000000000 -> 1001000
414-SA-0 @000000000000000000000000000000000000 -> 1001000
414-SA-1 @000000000000000000000000000000000000 -> 1001000
414-IN-259-SA-0 @000000000000000000000000000000000000 -> 0000000
414-IN-259-SA-1 @000000000000000000000000000000000000 -> 0000000
414-IN-347-SA-0 @000000000000000000000000000000000000 -> 0000000
414-IN-347-SA-1 @000000000000000000000000000000000000 -> 0000000
414-IN-379-SA-0 @000000000000000000000000000000000000 -> 0000000
414-IN-379-SA-1 @000000000000000000000000000000000000 -> 0000000
414-IN-108-SA-0 @000000000000000000000000000000000000 -> 0000000
414-IN-108-SA-1 @000000000000000000000000000000000000 -> 0001000
415-SA-0 @000000000000000000000000000000000000 -> 0001000
415-SA-1 @000000000000000000000000000000000000 -> 0000000
415-IN-380-SA-0 @000000000000000000000000000000000000 -> 0000000
415-IN-380-SA-1 @000000000000000000000000000000000000 -> 0000000
416-SA-0 @000000000000000000000000000000000000 -> 0001000
416-SA-1 @000000000000000000000000000000000000 -> 0000000
416-IN-381-SA-0 @000000000000000000000000000000000000 -> 1111000
416-IN-381-SA-1 @000000000000000000000000000000000000 -> 0000000
416-IN-386-SA-0 @000000000000000000000000000000000000 -> 0111000
416-IN-386-SA-1 @000000000000000000000000000000000000 -> 0000000
416-IN-393-SA-0 @000000000000000000000000000000000000 -> 1011000
416-IN-393-SA-1 @000000000000000000000000000000000000 -> 0000000
416-IN-399-SA-0 @000000000000000000000000000000000000 -> 0011000
416-IN-399-SA-1 @000000000000000000000000000000000000 -> 0000000
416-IN-404-SA-0 @000000000000000000000000000000000000 -> 1101000
416-IN-404-SA-1 @000000000000000000000000000000000000 -> 0000000
